Store Number,City,Transaction_Count,Total_Revenue,Total_Bottles_Sold,Average_Transaction_Value,Average_Bottles_Per_Transaction,Average_Bottle_Retail,Premium_Product_Share,Unique_Products,Unique_Categories,Cluster,Cluster_Name,PCA1,PCA2
5614,NORTH LIBERTY,9,1376.81,82,152.9788888888889,9.11111111111111,22.51,0.4444444444444444,9,7,0,Premium Retail Stores,-1.2851998600246124,1.6630019378807863
5615,GRIMES,22,1346.56,200,61.20727272727272,9.090909090909092,11.838636363636363,0.13636363636363635,18,9,1,Standard Neighbourhood Stores,-0.6524894984705627,-0.9323159483678516
5617,NASHUA,7,521.76,75,74.53714285714285,10.714285714285714,18.154285714285717,0.14285714285714285,7,3,1,Standard Neighbourhood Stores,-2.3369904238635453,0.11103155538860789
5618,LISBON,12,1207.46,188,100.62166666666667,15.666666666666666,18.4275,0.16666666666666666,12,7,1,Standard Neighbourhood Stores,-1.013417052378895,0.3767387918992642
5619,ELK RUN HEIGHTS,11,1072.59,116,97.50818181818181,10.545454545454545,14.831818181818182,0.18181818181818182,10,6,1,Standard Neighbourhood Stores,-1.4629451050052429,-0.06801831411580496
5620,RICEVILLE,18,2527.14,199,140.39666666666665,11.055555555555555,14.45111111111111,0.2222222222222222,18,14,3,Balanced High-Performing Stores,-0.12777011519465226,0.01256936558590393
5621,DAVENPORT,15,2439.87,442,162.658,29.466666666666665,11.868666666666666,0.2,11,8,1,Standard Neighbourhood Stores,-0.18298480805054265,0.8861046454767698
5622,SHELDON,9,1337.46,114,148.60666666666668,12.666666666666666,13.825555555555557,0.1111111111111111,9,7,1,Standard Neighbourhood Stores,-1.447114327179693,-0.014165745686186037
5623,DES MOINES,54,7075.28,804,131.0237037037037,14.88888888888889,21.865185185185187,0.25925925925925924,52,21,3,Balanced High-Performing Stores,2.0800058604682254,0.4630910706748409
5624,DUBUQUE,5,935.7,56,187.14000000000001,11.2,29.977999999999998,0.6,5,4,0,Premium Retail Stores,-1.8947466506316983,3.2418381266135157
5625,DES MOINES,20,1381.3899999999999,201,69.06949999999999,10.05,16.506999999999998,0.25,19,14,3,Balanced High-Performing Stores,-0.33737869503646595,-0.1425539347354369
5628,COUNCIL BLUFFS,10,2138.52,477,213.852,47.7,16.358,0.3,9,6,1,Standard Neighbourhood Stores,-0.17107231953203467,2.80594382554018
5630,SIOUX CITY,14,1455.99,177,103.99928571428572,12.642857142857142,20.82,0.21428571428571427,13,7,1,Standard Neighbourhood Stores,-0.8412266936681393,0.5705741682123775
5631,MARION,11,1375.56,172,125.05090909090909,15.636363636363637,11.115454545454545,0.09090909090909091,11,7,1,Standard Neighbourhood Stores,-1.162498805227062,-0.32859886335310606
5632,POCAHONTAS,9,1704.33,177,189.37,19.666666666666668,26.12333333333333,0.3333333333333333,8,8,0,Premium Retail Stores,-0.8232393253818571,2.2573605240946932
5633,OSKALOOSA,16,1751.61,127,109.475625,7.9375,18.6475,0.3125,16,13,0,Premium Retail Stores,-0.5320625464098173,0.4092074166369989
5635,CORRECTIONVILLE,24,1802.45,128,75.10208333333334,5.333333333333333,14.996666666666668,0.25,21,11,3,Balanced High-Performing Stores,-0.4484430160938562,-0.4596440669720174
5636,CEDAR RAPIDS,36,4573.26,593,127.03500000000001,16.47222222222222,17.83,0.2777777777777778,35,19,3,Balanced High-Performing Stores,1.3654319715742245,0.40254514207886727
5640,NEW HARTFORD,7,1137.06,108,162.43714285714285,15.428571428571429,11.858571428571429,0.0,7,5,1,Standard Neighbourhood Stores,-1.84594553704793,-0.2584731891477501
5642,AUDUBON,8,287.0,14,35.875,1.75,21.52375,0.5,8,7,0,Premium Retail Stores,-2.7761864358963595,0.8918938456626726
5643,LE GRAND,44,2047.08,210,46.52454545454545,4.7727272727272725,13.175227272727273,0.1590909090909091,39,16,3,Balanced High-Performing Stores,0.37723759522366884,-1.3305330082998843
5644,DUBUQUE,7,715.56,61,102.22285714285714,8.714285714285714,14.022857142857143,0.14285714285714285,7,5,1,Standard Neighbourhood Stores,-2.251426319435306,-0.2046040570740325
5645,GRINNELL,95,6423.6,462,67.61684210526316,4.863157894736842,15.864526315789472,0.2631578947368421,82,24,3,Balanced High-Performing Stores,2.164671534638715,-0.9775739373341218
5646,CEDAR RAPIDS,44,6122.64,470,139.1509090909091,10.681818181818182,17.237954545454546,0.29545454545454547,39,16,3,Balanced High-Performing Stores,1.3756649710462157,0.18654422565221918
5649,TIFFIN,13,858.87,70,66.06692307692308,5.384615384615385,23.59,0.38461538461538464,12,8,0,Premium Retail Stores,-1.3830637604905434,0.8529714825742137
5650,WILLIAMSBURG,6,365.24,26,60.873333333333335,4.333333333333333,16.876666666666665,0.5,6,6,0,Premium Retail Stores,-2.7242003290461607,0.8518571632031937
5651,WINDSOR HEIGHTS,139,9428.11,663,67.82812949640288,4.76978417266187,20.231438848920863,0.3381294964028777,125,35,2,Large High-Volume Stores,3.2859635818491677,-0.6303336999944924
5652,COUNCIL BLUFFS,23,2882.48,465,125.32521739130435,20.217391304347824,9.317826086956522,0.08695652173913043,22,13,3,Balanced High-Performing Stores,0.3198686391359707,-0.5481978428191437
5654,KALONA,5,1139.46,48,227.892,9.6,26.806,0.6,5,5,0,Premium Retail Stores,-1.8387827163495611,3.086402125008722
5655,ALGONA,39,6122.91,667,156.9976923076923,17.102564102564102,21.455897435897434,0.3333333333333333,37,15,3,Balanced High-Performing Stores,1.5455465576592282,1.0799771488892411
5656,LE CLAIRE,30,3016.96,342,100.56533333333333,11.4,16.191333333333333,0.23333333333333334,30,18,3,Balanced High-Performing Stores,0.6998600107962372,-0.18384290064240374
5659,STORM LAKE,5,955.08,85,191.01600000000002,17.0,25.734,0.4,5,4,0,Premium Retail Stores,-1.8444582967746688,2.518369993117484
5660,DUBUQUE,74,11843.44,1005,160.0464864864865,13.58108108108108,21.423783783783783,0.3918918918918919,68,23,3,Balanced High-Performing Stores,2.784963950312766,0.8352826665638261
5661,CEDAR RAPIDS,17,2777.6099999999997,272,163.38882352941175,16.0,14.161764705882353,0.11764705882352941,17,9,1,Standard Neighbourhood Stores,-0.20059856461350545,0.054398123305787124
5662,DAVENPORT,54,6057.63,637,112.17833333333334,11.796296296296296,14.854074074074074,0.3148148148148148,49,19,3,Balanced High-Performing Stores,1.749176298765623,-0.11873017562344204
5663,LAKE VIEW,30,5256.88,319,175.22933333333333,10.633333333333333,20.36,0.26666666666666666,25,11,3,Balanced High-Performing Stores,0.6916196497814178,0.6945984452643621
5664,DES MOINES,15,890.61,69,59.374,4.6,19.259333333333334,0.3333333333333333,13,9,0,Premium Retail Stores,-1.3385904630599743,0.2174212791420792
5665,FORT DODGE,6,471.28,59,78.54666666666667,9.833333333333334,8.76,0.0,5,5,1,Standard Neighbourhood Stores,-2.770188719778871,-1.1051208079133197
5666,DAVENPORT,18,33954.12,1290,1886.3400000000001,71.66666666666667,33.72611111111111,0.8888888888888888,16,11,4,Specialized Wholesale Stores,4.783895679587892,14.5745305565713
5669,WATERLOO,19,1839.91,194,96.83736842105263,10.210526315789474,13.386842105263158,0.15789473684210525,18,12,1,Standard Neighbourhood Stores,-0.41775614575619735,-0.5212869023830977
5670,ROCKWELL,6,869.24,52,144.87333333333333,8.666666666666666,16.74,0.16666666666666666,6,4,1,Standard Neighbourhood Stores,-2.299227123727251,0.3489488588270712
5671,GLENWOOD,26,3384.48,204,130.1723076923077,7.846153846153846,17.09423076923077,0.34615384615384615,24,10,3,Balanced High-Performing Stores,0.18554005490209607,0.39437612076200057
5676,DES MOINES,42,4286.07,383,102.0492857142857,9.119047619047619,16.333571428571428,0.19047619047619047,38,17,3,Balanced High-Performing Stores,1.0362962312133752,-0.4910424107643987
5678,DAVENPORT,53,9074.05,876,171.2084905660377,16.528301886792452,23.244150943396228,0.33962264150943394,51,20,3,Balanced High-Performing Stores,2.281502119348601,1.1290513746987179
5680,BURLINGTON,9,775.16,151,86.12888888888888,16.77777777777778,10.514444444444445,0.1111111111111111,8,7,1,Standard Neighbourhood Stores,-1.662738247386115,-0.36650264941588134
5681,HAWARDEN,18,1683.57,132,93.53166666666667,7.333333333333333,18.978333333333335,0.2222222222222222,17,12,1,Standard Neighbourhood Stores,-0.573917912646467,0.01309578398364378
5682,CLINTON,20,6384.06,517,319.20300000000003,25.85,14.635,0.2,20,11,3,Balanced High-Performing Stores,0.9021720710052884,1.4829377389184213
5684,CEDAR FALLS,34,3818.29,529,112.30264705882352,15.558823529411764,12.573823529411765,0.11764705882352941,32,13,3,Balanced High-Performing Stores,0.7924998466245264,-0.581756892960879
5685,CEDAR FALLS,39,4403.52,259,112.91076923076925,6.641025641025641,19.57794871794872,0.3333333333333333,37,17,3,Balanced High-Performing Stores,0.9718660786165799,0.2035109871570779
5687,CEDAR RAPIDS,16,1701.78,157,106.36125,9.8125,22.688125,0.3125,16,11,0,Premium Retail Stores,-0.482018362593405,0.8318787094545037
5688,SPENCER,5,288.18,35,57.636,7.0,8.844,0.0,5,5,1,Standard Neighbourhood Stores,-3.2584694787445154,-1.3154815805281008
5691,WATERLOO,19,3332.89,514,175.41526315789474,27.05263157894737,10.818947368421053,0.10526315789473684,19,12,3,Balanced High-Performing Stores,0.3860453730544026,0.25817606144266714
5692,DAVENPORT,13,1739.61,149,133.81615384615384,11.461538461538462,19.965384615384615,0.3076923076923077,13,10,0,Premium Retail Stores,-0.6840223685231889,0.8767855765080116
5696,KALONA,5,654.6600000000001,73,130.93200000000002,14.6,13.484,0.2,5,4,1,Standard Neighbourhood Stores,-2.388465745148343,0.46027952227281865
5697,GLENWOOD,6,745.51,53,124.25166666666667,8.833333333333334,15.808333333333332,0.3333333333333333,5,5,0,Premium Retail Stores,-2.3098966374344507,0.7608939752415553
5698,GRIMES,18,2138.15,205,118.78611111111111,11.38888888888889,16.05611111111111,0.1111111111111111,17,7,1,Standard Neighbourhood Stores,-0.5353611870500412,-0.22715847530030164
5699,PERRY,6,293.91,42,48.98500000000001,7.0,10.486666666666666,0.0,5,4,1,Standard Neighbourhood Stores,-3.1484279224441964,-1.2368080501177485
5700,PERRY,5,215.88,30,43.176,6.0,10.312000000000001,0.0,4,4,1,Standard Neighbourhood Stores,-3.5519463907505076,-1.275306481312191
5701,ONAWA,29,2591.17,461,89.35068965517242,15.89655172413793,14.722068965517241,0.1724137931034483,29,12,3,Balanced High-Performing Stores,0.4838795288969542,-0.26870417011628883
5702,KALONA,16,5791.74,446,361.98375,27.875,17.208750000000002,0.1875,15,9,3,Balanced High-Performing Stores,0.613455568221008,2.0400921059921715
5703,WATERLOO,24,4128.24,446,172.01,18.583333333333332,18.489583333333332,0.2916666666666667,21,11,3,Balanced High-Performing Stores,0.6267922567494583,1.0490201088996607
5704,WASHINGTON,5,626.13,225,125.226,45.0,9.208,0.0,5,4,1,Standard Neighbourhood Stores,-1.8722937708908263,0.870631998288694
5706,FORT MADISON,11,1298.64,222,118.05818181818182,20.181818181818183,7.167272727272728,0.0,11,7,1,Standard Neighbourhood Stores,-1.1518560343307342,-0.7705005462253144
5708,WILLIAMSBURG,40,5001.1,292,125.0275,7.3,17.16475,0.325,37,22,3,Balanced High-Performing Stores,1.2464521696446393,0.006892993504281156
5709,AMES,7,312.86,26,44.69428571428572,3.7142857142857144,14.321428571428571,0.2857142857142857,7,5,1,Standard Neighbourhood Stores,-2.885812754571886,-0.21845689500323662
5710,WAVERLY,21,1254.31,79,59.72904761904762,3.761904761904762,16.90142857142857,0.3333333333333333,19,9,0,Premium Retail Stores,-0.8916490719273428,-0.11591127202295187
5712,WATERLOO,13,1091.81,135,83.98538461538462,10.384615384615385,20.45384615384615,0.15384615384615385,10,8,1,Standard Neighbourhood Stores,-1.2406880824092545,0.17401034433609697
5713,BROOKLYN,5,541.9200000000001,38,108.38400000000001,7.6,13.436000000000002,0.2,5,5,1,Standard Neighbourhood Stores,-2.7553939056733805,0.00752543724018618
5715,EVANSDALE,10,545.08,63,54.508,6.3,30.604000000000003,0.4,10,5,0,Premium Retail Stores,-1.803440151069747,1.5520141253859578
5716,BETTENDORF,11,1422.44,494,129.31272727272727,44.90909090909091,10.615454545454545,0.09090909090909091,10,5,1,Standard Neighbourhood Stores,-0.5867882304341994,1.0926768501580255
5717,ALTOONA,9,966.57,85,107.39666666666668,9.444444444444445,16.977777777777778,0.4444444444444444,9,7,0,Premium Retail Stores,-1.5106639235927182,1.01574655497
5718,MARSHALLTOWN,10,963.36,145,96.336,14.5,8.228,0.0,10,6,1,Standard Neighbourhood Stores,-1.6041392267324408,-1.0206731711761072
5720,ACKLEY,7,908.08,104,129.7257142857143,14.857142857142858,10.957142857142857,0.0,7,4,1,Standard Neighbourhood Stores,-2.033783228296107,-0.5004343319309058
5722,NEWTON,6,625.23,90,104.205,15.0,10.12,0.0,6,5,1,Standard Neighbourhood Stores,-2.3456439871778465,-0.6531262001751665
5723,WAUKEE,5,669.96,55,133.99200000000002,11.0,25.656,0.2,5,4,0,Premium Retail Stores,-2.392147405471173,1.2878836851277071
5724,CENTERVILLE,15,1928.78,217,128.58533333333332,14.466666666666667,14.163333333333332,0.06666666666666667,14,8,1,Standard Neighbourhood Stores,-0.6803559073763629,-0.29335795496207095
5725,PLEASANT VALLEY,11,1159.58,93,105.41636363636363,8.454545454545455,14.633636363636363,0.09090909090909091,9,6,1,Standard Neighbourhood Stores,-1.6304336108805382,-0.43325256601478523
5726,VINTON,37,1795.19,135,48.51864864864865,3.6486486486486487,15.295675675675675,0.21621621621621623,36,21,3,Balanced High-Performing Stores,0.28732918497032306,-1.0280231755624847
5727,DENISON,9,1485.53,116,165.05888888888887,12.88888888888889,103.65333333333334,0.2222222222222222,8,5,0,Premium Retail Stores,-0.5257360170034688,7.74743332043317
5728,DENISON,58,8556.91,556,147.53293103448274,9.586206896551724,22.603103448275863,0.39655172413793105,55,23,3,Balanced High-Performing Stores,2.206102465584134,0.7694733146001226
5730,WATERLOO,24,2661.06,386,110.8775,16.083333333333332,9.2425,0.125,21,15,3,Balanced High-Performing Stores,0.2568296316844569,-0.7131571074703399
5731,WATERLOO,31,3101.81,212,100.0583870967742,6.838709677419355,15.012258064516129,0.1935483870967742,29,12,3,Balanced High-Performing Stores,0.23244319942605685,-0.5575866739162417
5734,TIFFIN,29,8781.6,428,302.8137931034483,14.758620689655173,18.918275862068967,0.3103448275862069,26,15,3,Balanced High-Performing Stores,1.3504223152981958,1.4565423669225843
5735,MUSCATINE,21,2748.23,181,130.86809523809524,8.619047619047619,30.16,0.3333333333333333,21,14,0,Premium Retail Stores,0.19333985516956487,1.4504384772258698
5736,FLOYD,28,5422.64,343,193.6657142857143,12.25,17.1325,0.32142857142857145,24,13,3,Balanced High-Performing Stores,0.796590484684713,0.772752538030178
5737,BALDWIN,9,1056.12,68,117.34666666666665,7.555555555555555,33.96,0.2222222222222222,9,7,0,Premium Retail Stores,-1.5376882769912614,1.5988787123777013
5739,HUBBARD,7,728.94,72,104.13428571428572,10.285714285714286,14.155714285714286,0.2857142857142857,6,4,1,Standard Neighbourhood Stores,-2.171310743330032,0.40545371292203813
5740,KNOXVILLE,32,5048.55,584,157.7671875,18.25,12.063125,0.1875,29,14,3,Balanced High-Performing Stores,1.020543154326498,-0.031639955003611685
5741,CLINTON,6,797.24,145,132.87333333333333,24.166666666666668,15.798333333333332,0.16666666666666666,6,6,1,Standard Neighbourhood Stores,-1.7560975004554162,0.9290726827002067
5743,FAIRFIELD,20,1811.44,114,90.572,5.7,23.096,0.35,18,8,0,Premium Retail Stores,-0.573351857983375,0.7095584935793293
5745,INDEPENDENCE,10,1317.0,162,131.7,16.2,18.437,0.3,9,6,0,Premium Retail Stores,-1.1371735982372246,1.0811844833997355
5747,COUNCIL BLUFFS,11,1397.66,228,127.06,20.727272727272727,14.858181818181817,0.18181818181818182,11,7,1,Standard Neighbourhood Stores,-0.9045334388727893,0.5320090380910297
5749,CARROLL,8,1084.98,114,135.6225,14.25,10.02375,0.125,8,4,1,Standard Neighbourhood Stores,-1.7569855628546007,-0.19264828060815048
5750,ANKENY,9,744.1899999999999,56,82.68777777777777,6.222222222222222,16.557777777777776,0.2222222222222222,9,7,1,Standard Neighbourhood Stores,-1.9674045499836235,-0.03667368289654715
5752,BLOOMFIELD,11,1174.62,71,106.78363636363635,6.454545454545454,19.562727272727273,0.45454545454545453,10,4,0,Premium Retail Stores,-1.487704621454784,1.1096226084017144
5755,OTTUMWA,21,1411.97,197,67.23666666666666,9.380952380952381,14.835714285714285,0.19047619047619047,21,8,1,Standard Neighbourhood Stores,-0.5535821574149585,-0.4718314246804348
5756,ALBIA,10,1238.1599999999999,133,123.81599999999999,13.3,13.95,0.2,10,8,1,Standard Neighbourhood Stores,-1.2633449597433564,0.1666716628516451
5758,HUMBOLDT,10,686.64,63,68.664,6.3,17.449,0.1,9,7,1,Standard Neighbourhood Stores,-1.9982895176586148,-0.4553851439373721
5759,WELLMAN,6,845.1,104,140.85,17.333333333333332,16.06833333333333,0.16666666666666666,6,5,1,Standard Neighbourhood Stores,-1.9472464100089624,0.6739725333338678
5762,ESTHERVILLE,12,1133.3600000000001,82,94.44666666666667,6.833333333333333,29.876666666666665,0.3333333333333333,11,9,0,Premium Retail Stores,-1.1775701152898759,1.4079648872343746
5765,MUSCATINE,11,1666.02,200,151.45636363636365,18.181818181818183,21.624545454545455,0.36363636363636365,10,7,0,Premium Retail Stores,-0.7384181003642654,1.6999168764317507
5766,MUSCATINE,10,812.0,128,81.2,12.8,8.459999999999999,0.0,10,6,1,Standard Neighbourhood Stores,-1.7454414470508743,-1.1564782261701223
5768,OTTUMWA,5,522.84,75,104.56800000000001,15.0,10.108,0.2,5,3,1,Standard Neighbourhood Stores,-2.5598238622473266,0.09244526119165808
5770,WATERLOO,12,1320.06,125,110.005,10.416666666666666,13.193333333333333,0.08333333333333333,11,8,1,Standard Neighbourhood Stores,-1.2774821156377518,-0.5276175064555103
5772,WINTERSET,5,684.96,47,136.99200000000002,9.4,26.553999999999995,0.2,5,5,0,Premium Retail Stores,-2.4077585645577178,1.2876433830098932
5773,INDEPENDENCE,14,913.82,95,65.27285714285715,6.785714285714286,12.552142857142856,0.2857142857142857,13,7,1,Standard Neighbourhood Stores,-1.3824136482320573,-0.32226082088979363
5775,JESUP,11,1481.46,160,134.67818181818183,14.545454545454545,11.437272727272727,0.09090909090909091,10,5,1,Standard Neighbourhood Stores,-1.2700288667895532,-0.2700678472929693
5777,ATLANTIC,18,2112.36,169,117.35333333333334,9.38888888888889,24.494444444444444,0.2777777777777778,16,10,0,Premium Retail Stores,-0.35810336292113387,0.8900096416346622
5778,HUXLEY,7,817.0799999999999,150,116.72571428571428,21.428571428571427,6.952857142857143,0.0,6,4,1,Standard Neighbourhood Stores,-1.991712315966887,-0.5490918781506908
5779,ELDON,9,1358.76,91,150.97333333333333,10.11111111111111,23.414444444444445,0.3333333333333333,9,7,0,Premium Retail Stores,-1.3068732003942347,1.3994699599657316
5780,CEDAR FALLS,7,768.96,69,109.85142857142857,9.857142857142858,20.210000000000004,0.2857142857142857,7,6,0,Premium Retail Stores,-1.9694014248764116,0.8549707479543647
5781,CLARENCE,5,568.58,70,113.71600000000001,14.0,9.41,0.0,5,5,1,Standard Neighbourhood Stores,-2.615745246768479,-0.6643896946004088
5782,URBANDALE,11,1479.84,130,134.5309090909091,11.818181818181818,19.09272727272727,0.18181818181818182,11,8,1,Standard Neighbourhood Stores,-1.0894230228582895,0.47435849225687315
5783,FORT MADISON,6,418.2,74,69.7,12.333333333333334,41.358333333333334,0.5,5,3,0,Premium Retail Stores,-2.1412362829013962,3.309662731237714
5784,FORT MADISON,10,878.1,103,87.81,10.3,10.692,0.1,8,6,1,Standard Neighbourhood Stores,-1.8188851416975045,-0.6894209427106757
5785,CLARINDA,8,739.23,69,92.40375,8.625,11.373750000000001,0.0,8,6,1,Standard Neighbourhood Stores,-2.1839773765339663,-0.9999335803068282
5786,CORALVILLE,11,1049.66,145,95.42363636363638,13.181818181818182,18.314545454545456,0.18181818181818182,11,8,1,Standard Neighbourhood Stores,-1.2180268066727007,0.28901451635393266
5787,ESSEX,6,822.21,59,137.035,9.833333333333334,15.969999999999999,0.5,6,5,0,Premium Retail Stores,-2.029601604665815,1.4153486068954135
5789,HILLS,6,815.52,69,135.92,11.5,16.515,0.16666666666666666,6,4,1,Standard Neighbourhood Stores,-2.205316917940967,0.4218253581835976
5790,HULL,5,681.18,39,136.236,7.8,15.959999999999999,0.2,4,4,1,Standard Neighbourhood Stores,-2.7208186900188718,0.3971506850522994
5794,WALCOTT,7,1032.94,120,147.56285714285715,17.142857142857142,8.821428571428571,0.0,7,5,1,Standard Neighbourhood Stores,-1.8747948284996816,-0.49195504661241046
5795,WILTON,7,855.72,75,122.24571428571429,10.714285714285714,11.364285714285714,0.0,7,6,1,Standard Neighbourhood Stores,-2.1484502006181705,-0.7223901914764139
5796,WEST BEND,8,1452.78,150,181.5975,18.75,13.4075,0.25,7,5,1,Standard Neighbourhood Stores,-1.351706671477517,0.9397992428657349
5797,WAVERLY,8,951.18,139,118.8975,17.375,8.6275,0.0,6,4,1,Standard Neighbourhood Stores,-1.932880552157967,-0.612735869050021
5800,SIOUX CITY,10,430.88,106,43.088,10.6,11.222,0.1,10,8,1,Standard Neighbourhood Stores,-1.9496504834673178,-0.9188883154904758
5802,PLEASANT HILL,8,429.12,32,53.64,4.0,14.115,0.25,7,4,1,Standard Neighbourhood Stores,-2.692467124329587,-0.2996033765135269
5803,PLEASANT HILL,23,1824.09,236,79.30826086956522,10.26086956521739,13.115217391304347,0.13043478260869565,20,10,1,Standard Neighbourhood Stores,-0.3368261221674325,-0.7386097735394416
5804,CLINTON,12,1671.44,183,139.28666666666666,15.25,15.933333333333332,0.08333333333333333,12,7,1,Standard Neighbourhood Stores,-0.9389349968204259,0.0590120602526407
5807,MIDDLETOWN,7,807.08,67,115.29714285714286,9.571428571428571,13.477142857142857,0.0,7,6,1,Standard Neighbourhood Stores,-2.2095842883453574,-0.6385298111491666
5808,BONDURANT,6,378.99,51,63.165,8.5,10.843333333333334,0.16666666666666666,6,4,1,Standard Neighbourhood Stores,-2.7717283230757803,-0.5307233358017804
5810,WHAT CHEER,6,353.7,51,58.949999999999996,8.5,10.128333333333332,0.16666666666666666,6,4,1,Standard Neighbourhood Stores,-2.8092597403054866,-0.6100235122603799
5811,RIVERSIDE,7,667.38,86,95.34,12.285714285714286,12.961428571428572,0.14285714285714285,5,3,1,Standard Neighbourhood Stores,-2.341057361426293,-0.08134646544017578
5812,SPIRIT LAKE,5,561.5999999999999,120,112.31999999999998,24.0,6.212000000000001,0.0,5,2,1,Standard Neighbourhood Stores,-2.467612335564894,-0.41773238363092025
5813,CEDAR RAPIDS,22,2054.57,184,93.38954545454546,8.363636363636363,17.08727272727273,0.2727272727272727,17,7,3,Balanced High-Performing Stores,-0.45329872794649045,0.10976659174878281
5814,SAGEVILLE,11,1184.51,72,107.68272727272728,6.545454545454546,22.92818181818182,0.2727272727272727,11,8,0,Premium Retail Stores,-1.375315757331604,0.7156769491839992
5815,DUBUQUE,37,4890.78,569,132.18324324324323,15.378378378378379,11.746216216216217,0.13513513513513514,30,15,3,Balanced High-Performing Stores,1.0154115860808257,-0.5274940329016214
5816,ALTOONA,9,744.02,126,82.66888888888889,14.0,14.610000000000001,0.1111111111111111,9,8,1,Standard Neighbourhood Stores,-1.649621438457691,-0.21484785131448997
5817,GRINNELL,10,1029.43,111,102.94300000000001,11.1,17.703,0.2,10,6,1,Standard Neighbourhood Stores,-1.4794043923302094,0.2894765817570685
5820,EDDYVILLE,5,364.44,23,72.888,4.6,18.296,0.4,5,4,0,Premium Retail Stores,-3.012089564003333,0.773762635359972
5821,LONE TREE,14,1824.12,201,130.2942857142857,14.357142857142858,12.374285714285715,0.14285714285714285,13,7,1,Standard Neighbourhood Stores,-0.7932710284602579,-0.14569068285749426
5822,MONROE,18,1747.38,172,97.07666666666667,9.555555555555555,11.949444444444445,0.16666666666666666,16,9,1,Standard Neighbourhood Stores,-0.678297542621279,-0.5757027371354002
5823,SIOUX CENTER,14,1905.56,158,136.11142857142858,11.285714285714286,17.460714285714285,0.14285714285714285,14,12,1,Standard Neighbourhood Stores,-0.6245509140018647,0.0768348941397374
5824,SOLON,6,677.4000000000001,46,112.90000000000002,7.666666666666667,16.383333333333333,0.3333333333333333,5,4,0,Premium Retail Stores,-2.4522728069987108,0.7104430505483506
5825,WEST BURLINGTON,12,1316.6,139,109.71666666666665,11.583333333333334,15.511666666666665,0.08333333333333333,11,8,1,Standard Neighbourhood Stores,-1.2050710355920273,-0.28669493140787866
5826,KEOKUK,16,1960.27,311,122.516875,19.4375,10.95875,0.0625,14,9,1,Standard Neighbourhood Stores,-0.4728583078697497,-0.3786212160000741
5827,KEOKUK,5,600.78,44,120.15599999999999,8.8,36.586,0.6,5,4,0,Premium Retail Stores,-2.184990932607946,3.3490006922392115
5828,HAMPTON,6,286.75,43,47.791666666666664,7.166666666666667,10.896666666666667,0.16666666666666666,6,6,1,Standard Neighbourhood Stores,-2.89400280432093,-0.6916378157620195
5829,IOWA CITY,9,1805.1599999999999,228,200.57333333333332,25.333333333333332,9.967777777777778,0.1111111111111111,8,5,1,Standard Neighbourhood Stores,-1.0532183134707644,0.5613749614499665
5830,NEWTON,7,527.48,130,75.35428571428572,18.571428571428573,21.12857142857143,0.2857142857142857,7,6,0,Premium Retail Stores,-1.8233124723972314,1.1741286849382533
5831,WEBSTER CITY,7,984.56,74,140.65142857142857,10.571428571428571,14.191428571428572,0.14285714285714285,7,7,1,Standard Neighbourhood Stores,-1.92415458165303,0.05575081088040365
5833,FREMONT,6,548.16,94,91.36,15.666666666666666,6.9433333333333325,0.0,5,4,1,Standard Neighbourhood Stores,-2.526523452842308,-0.9013993676772933
5834,IOWA FALLS,7,107.47,8,15.352857142857143,1.1428571428571428,21.16,0.14285714285714285,7,5,1,Standard Neighbourhood Stores,-3.7628778232315625,-0.43071141794856277
5835,MARCUS,5,484.56,62,96.912,12.4,9.256,0.0,5,2,1,Standard Neighbourhood Stores,-2.865130980694118,-0.7983993104109235
5837,OKOBOJI,9,1251.22,86,139.02444444444444,9.555555555555555,22.156666666666666,0.3333333333333333,9,7,0,Premium Retail Stores,-1.390733728758157,1.2155925227838373
5838,NEVADA,5,740.88,38,148.176,7.6,30.048000000000002,0.4,5,5,0,Premium Retail Stores,-2.296029212000476,2.211871289282706
5839,EVANSDALE,18,1780.08,212,98.89333333333333,11.777777777777779,12.689444444444444,0.16666666666666666,18,13,1,Standard Neighbourhood Stores,-0.3668578605707099,-0.4688951326674073
5840,CLARION,9,858.51,73,95.39,8.11111111111111,12.121111111111112,0.2222222222222222,9,7,1,Standard Neighbourhood Stores,-1.8290436187434487,-0.24536085789785506
5844,ADEL,10,923.74,88,92.374,8.8,18.652,0.1,9,8,1,Standard Neighbourhood Stores,-1.6658766597379924,-0.1363894367892918
5845,ANKENY,21,2725.04,169,129.76380952380953,8.047619047619047,22.15047619047619,0.42857142857142855,17,8,0,Premium Retail Stores,-0.17139235557717108,1.1976659889683068
5846,DAVENPORT,33,8090.55,1210,245.16818181818184,36.666666666666664,16.92939393939394,0.21212121212121213,31,15,3,Balanced High-Performing Stores,1.8964152159193608,1.7029204314336877
5847,DAVENPORT,11,2000.95,227,181.90454545454546,20.636363636363637,12.937272727272727,0.2727272727272727,11,6,1,Standard Neighbourhood Stores,-0.704356265704424,0.9471550870569567
5848,GREENE,8,533.39,40,66.67375,5.0,15.57125,0.25,8,6,1,Standard Neighbourhood Stores,-2.36559878706632,-0.11409061586207024
5849,COUNCIL BLUFFS,18,2718.36,325,151.02,18.055555555555557,12.876111111111111,0.1111111111111111,17,10,1,Standard Neighbourhood Stores,-0.09547487155011163,-0.05064264034115994
